PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Has_Cabin,Age_Group,Title,FamilySize,IsAlone,AgeGroup,FarePerPerson,FarePerPerson_Quintile,TicketFrequency,TicketFreq_Category,CabinDeck,Mother,NameLength,NameLength_Category,NameLength_Quintile,TicketPrefix,TicketPrefix_Category,Fare_log,FarePerPerson_log,Age_sqrt,NameLength_sqrt,FamilySize_Category,IsMinor,DeckCategory
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,25.0,0,0,65306,8.1125,F0,S,0,18-34,Mr,1,1,YoungAdult,8.1125,Medio,1,Individual,F,0,33,Corto,Q5,Numeric,Numeric,2.2096470973347766,2.2096470973347766,5.0,5.744562646538029,Solo,0,Inferior
446,1,1,"Dodge, Master. Washington",male,4.0,0,2,33638,81.8583,A34,S,1,0-17,Master,3,0,Child,81.8583,Muy_Alto,1,Individual,A,0,25,Corto,Q3,Numeric,Numeric,4.417131919904876,4.417131919904876,2.0,5.0,Pequeña,1,Superior
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,F0,S,0,0-17,Miss,2,0,Teen,9.75,Medio,2,Pareja,F,0,33,Corto,Q5,Numeric,Numeric,3.0204248861443626,2.3749057545736716,3.605551275463989,5.744562646538029,Pequeña,1,Inferior
448,1,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,C0,S,0,18-34,Mr,1,1,Adult,26.55,Alto,1,Individual,C,0,27,Corto,Q3,Numeric,Numeric,3.3160025355989236,3.3160025355989236,5.830951894845301,5.196152422706632,Solo,0,Superior
449,1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,F0,C,0,0-17,Miss,4,0,Child,4.814575,Muy_Bajo,4,Grupo_Pequeño,F,0,30,Corto,Q4,Numeric,Numeric,3.0085645861193133,1.7603676964552861,2.23606797749979,5.477225575051661,Mediana,1,Inferior
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,C104,S,1,35-59,Rare,1,1,MidAge,30.5,Muy_Alto,1,Individual,C,0,30,Corto,Q4,Numeric,Numeric,3.449987545831587,3.449987545831587,7.211102550927978,5.477225575051661,Solo,0,Superior
451,0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,F0,S,0,35-59,Mr,4,0,Adult,9.25,Medio,3,Grupo_Pequeño,F,0,21,Corto,Q2,CA,CA,3.3586377672433594,2.327277705584417,6.0,4.58257569495584,Mediana,0,Inferior
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,25.0,1,0,65303,19.9667,F0,S,0,18-34,Mr,2,0,YoungAdult,19.9667,Alto,1,Individual,F,0,31,Corto,Q4,Numeric,Numeric,3.0429354648621407,3.0429354648621407,5.0,5.5677643628300215,Pequeña,0,Inferior
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C111,C,1,18-34,Mr,1,1,Adult,27.75,Muy_Alto,1,Individual,C,0,31,Corto,Q4,Numeric,Numeric,3.3586377672433594,3.3586377672433594,5.477225575051661,5.5677643628300215,Solo,0,Superior
454,1,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,89.1042,C92,C,1,35-59,Mr,2,0,MidAge,44.5521,Muy_Alto,2,Pareja,C,0,24,Corto,Q3,Numeric,Numeric,4.500966778400217,3.8188567258265635,7.0,4.898979485566356,Pequeña,0,Superior
455,0,3,"Peduzzi, Mr. Joseph",male,25.0,0,0,A/5 2817,8.05,F0,S,0,18-34,Mr,1,1,YoungAdult,8.05,Medio,1,Individual,F,0,19,Muy_Corto,Q1,A_,Other,2.2027647577118348,2.2027647577118348,5.0,4.358898943540674,Solo,0,Inferior
456,1,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,F0,C,0,18-34,Mr,1,1,YoungAdult,7.8958,Bajo,1,Individual,F,0,18,Muy_Corto,Q1,Numeric,Numeric,2.1855792552411137,2.1855792552411137,5.385164807134504,4.242640687119285,Solo,0,Inferior
457,0,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,E38,S,1,60+,Mr,1,1,Senior,26.55,Alto,1,Individual,E,0,25,Corto,Q3,Numeric,Numeric,3.3160025355989236,3.3160025355989236,8.06225774829855,5.0,Solo,0,Media
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,35.0,1,0,17464,51.8625,D21,S,1,18-34,Mrs,2,0,Adult,51.8625,Muy_Alto,1,Individual,D,0,33,Corto,Q5,Numeric,Numeric,3.967694202798607,3.967694202798607,5.916079783099616,5.744562646538029,Pequeña,0,Media
459,1,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,F0,S,0,35-59,Miss,1,1,MidAge,10.5,Medio,1,Individual,F,0,19,Muy_Corto,Q1,FCC,Other,2.4423470353692043,2.4423470353692043,7.0710678118654755,4.358898943540674,Solo,0,Inferior
460,0,3,"O'Connor, Mr. Maurice",male,25.0,0,0,371060,7.75,F0,Q,0,18-34,Mr,1,1,YoungAdult,7.75,Bajo,1,Individual,F,0,21,Corto,Q2,Numeric,Numeric,2.169053700369523,2.169053700369523,5.0,4.58257569495584,Solo,0,Inferior
461,1,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,E12,S,1,35-59,Mr,1,1,MidAge,26.55,Alto,1,Individual,E,0,19,Muy_Corto,Q1,Numeric,Numeric,3.3160025355989236,3.3160025355989236,6.928203230275509,4.358898943540674,Solo,0,Media
462,0,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,F0,S,0,18-34,Mr,1,1,Adult,8.05,Medio,1,Individual,F,0,19,Muy_Corto,Q1,Numeric,Numeric,2.2027647577118348,2.2027647577118348,5.830951894845301,4.358898943540674,Solo,0,Inferior
463,0,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,E63,S,1,35-59,Mr,1,1,MidAge,38.5,Muy_Alto,1,Individual,E,0,17,Muy_Corto,Q1,Numeric,Numeric,3.676300671907076,3.676300671907076,6.855654600401044,4.123105625617661,Solo,0,Media
464,0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,F0,S,0,35-59,Mr,1,1,MidAge,13.0,Alto,1,Individual,F,0,28,Corto,Q4,Numeric,Numeric,2.6390573296152584,2.6390573296152584,6.928203230275509,5.291502622129181,Solo,0,Inferior
465,0,3,"Maisner, Mr. Simon",male,25.0,0,0,A/S 2816,8.05,F0,S,0,18-34,Mr,1,1,YoungAdult,8.05,Medio,1,Individual,F,0,18,Muy_Corto,Q1,A_S,Other,2.2027647577118348,2.2027647577118348,5.0,4.242640687119285,Solo,0,Inferior
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,F0,S,0,35-59,Mr,1,1,Adult,7.05,Muy_Bajo,1,Individual,F,0,31,Corto,Q4,SOTON_OQ,Other,2.0856720914304723,2.0856720914304723,6.164414002968976,5.5677643628300215,Solo,0,Inferior
467,0,2,"Campbell, Mr. William",male,30.0,0,0,239853,0.0,F0,S,0,18-34,Mr,1,1,Adult,0.0,Muy_Bajo,3,Grupo_Pequeño,F,0,21,Corto,Q2,Numeric,Numeric,0.0,0.0,5.477225575051661,4.58257569495584,Solo,0,Inferior
468,0,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,26.55,C0,S,0,35-59,Mr,1,1,MidAge,26.55,Muy_Alto,1,Individual,C,0,26,Corto,Q3,Numeric,Numeric,3.3160025355989236,3.3160025355989236,7.483314773547883,5.0990195135927845,Solo,0,Superior
469,0,3,"Scanlan, Mr. James",male,25.0,0,0,36209,7.725,F0,Q,0,18-34,Mr,1,1,YoungAdult,7.725,Muy_Bajo,1,Individual,F,0,18,Muy_Corto,Q1,Numeric,Numeric,2.1661924680884908,2.1661924680884908,5.0,4.242640687119285,Solo,0,Inferior
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,F0,C,0,0-17,Miss,4,0,Infant,4.814575,Muy_Bajo,4,Grupo_Pequeño,F,0,29,Corto,Q4,Numeric,Numeric,3.0085645861193133,1.7603676964552861,0.8660254037844386,5.385164807134504,Mediana,1,Inferior
471,0,3,"Keefe, Mr. Arthur",male,25.0,0,0,323592,7.25,F0,S,0,18-34,Mr,1,1,YoungAdult,7.25,Muy_Bajo,1,Individual,F,0,17,Muy_Corto,Q1,Numeric,Numeric,2.1102132003465894,2.1102132003465894,5.0,4.123105625617661,Solo,0,Inferior
472,0,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,F0,S,0,35-59,Mr,1,1,Adult,8.6625,Medio,1,Individual,F,0,15,Muy_Corto,Q1,Numeric,Numeric,2.2682524139135403,2.2682524139135403,6.164414002968976,3.872983346207417,Solo,0,Inferior
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,F0,S,0,18-34,Mrs,4,0,Adult,9.25,Medio,3,Grupo_Pequeño,F,1,39,Medio,Q5,CA,CA,3.3586377672433594,2.327277705584417,5.744562646538029,6.244997998398398,Mediana,0,Inferior
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,D,C,1,18-34,Mrs,1,1,YoungAdult,13.7917,Alto,1,Individual,D,0,44,Medio,Q5,SC_AH,Other,2.694066212646058,2.694066212646058,4.795831523312719,6.6332495807108,Solo,0,Media
475,0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,F0,S,0,18-34,Miss,1,1,YoungAdult,9.8375,Medio,1,Individual,F,0,27,Corto,Q3,Numeric,Numeric,2.3830123421066602,2.3830123421066602,4.69041575982343,5.196152422706632,Solo,0,Inferior
476,0,1,"Clifford, Mr. George Quincy",male,40.0,0,0,110465,52.0,A14,S,1,35-59,Mr,1,1,Adult,26.0,Alto,2,Pareja,A,0,27,Corto,Q3,Numeric,Numeric,3.970291913552122,3.295836866004329,6.324555320336759,5.196152422706632,Solo,0,Superior
477,0,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,F0,S,0,18-34,Mr,2,0,Adult,10.5,Medio,2,Pareja,F,0,23,Corto,Q2,Numeric,Numeric,3.091042453358316,2.4423470353692043,5.830951894845301,4.795831523312719,Pequeña,0,Inferior
478,0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,F0,S,0,18-34,Mr,2,0,YoungAdult,7.0458,Muy_Bajo,1,Individual,F,0,25,Corto,Q3,Numeric,Numeric,2.0851502161468174,2.0851502161468174,5.385164807134504,5.0,Pequeña,0,Inferior
479,0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,F0,S,0,18-34,Mr,1,1,YoungAdult,7.5208,Muy_Bajo,1,Individual,F,0,25,Corto,Q3,Numeric,Numeric,2.142510233146819,2.142510233146819,4.69041575982343,5.0,Solo,0,Inferior
480,1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,F0,S,0,0-17,Miss,2,0,Child,12.2875,Alto,1,Individual,F,0,24,Corto,Q3,Numeric,Numeric,2.586823743668066,2.586823743668066,1.4142135623730951,4.898979485566356,Pequeña,1,Inferior
481,0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,F0,S,0,0-17,Master,8,0,Child,7.816666666666666,Bajo,6,Grupo_Mediano,F,0,30,Corto,Q4,CA,CA,3.8691155044168695,2.1766438696361985,3.0,5.477225575051661,Grande,1,Inferior
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,30.0,0,0,239854,0.0,F0,S,0,18-34,Mr,1,1,Adult,0.0,Muy_Bajo,1,Individual,F,0,32,Corto,Q4,Numeric,Numeric,0.0,0.0,5.477225575051661,5.656854249492381,Solo,0,Inferior
483,0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,F0,S,0,35-59,Mr,1,1,MidAge,8.05,Medio,1,Individual,F,0,24,Corto,Q3,A_,Other,2.2027647577118348,2.2027647577118348,7.0710678118654755,4.898979485566356,Solo,0,Inferior
484,1,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,F0,S,0,60+,Mrs,1,1,Senior,9.5875,Medio,1,Individual,F,0,22,Corto,Q2,Numeric,Numeric,2.3596740599781727,2.3596740599781727,7.937253933193772,4.69041575982343,Solo,0,Inferior
485,1,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,91.0792,B49,C,1,18-34,Mr,2,0,YoungAdult,45.5396,Muy_Alto,2,Pareja,B,0,23,Corto,Q2,Numeric,Numeric,4.5226490762785785,3.8403035630800124,5.0,4.795831523312719,Pequeña,0,Superior
486,0,3,"Lefebre, Miss. Jeannie",female,21.5,3,1,4133,25.4667,F0,S,0,18-34,Miss,5,0,YoungAdult,6.366675,Muy_Bajo,4,Grupo_Pequeño,F,1,22,Corto,Q2,Numeric,Numeric,3.275887339030031,1.9969664510766771,4.636809247747852,4.69041575982343,Grande,0,Inferior
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,C93,S,1,18-34,Mrs,2,0,Adult,45.0,Muy_Alto,2,Pareja,C,0,47,Medio,Q5,Numeric,Numeric,4.51085950651685,3.828641396489095,5.916079783099616,6.855654600401044,Pequeña,0,Superior
488,0,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,29.7,B37,C,1,35-59,Mr,1,1,MidAge,29.7,Muy_Alto,1,Individual,B,0,23,Corto,Q2,Numeric,Numeric,3.4242626545931514,3.4242626545931514,7.615773105863909,4.795831523312719,Solo,0,Superior
489,0,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,F0,S,0,18-34,Mr,1,1,Adult,8.05,Medio,1,Individual,F,0,29,Corto,Q4,A,A,2.2027647577118348,2.2027647577118348,5.477225575051661,5.385164807134504,Solo,0,Inferior
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,F0,S,0,0-17,Master,3,0,Child,7.95,Bajo,2,Pareja,F,0,37,Medio,Q5,CA,CA,2.8273136219290276,2.191653532286764,3.0,6.082762530298219,Pequeña,1,Inferior
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,25.0,1,0,65304,19.9667,F0,S,0,18-34,Mr,2,0,YoungAdult,19.9667,Alto,1,Individual,F,0,36,Medio,Q5,Numeric,Numeric,3.0429354648621407,3.0429354648621407,5.0,6.0,Pequeña,0,Inferior
492,0,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,F0,S,0,18-34,Mr,1,1,YoungAdult,7.25,Muy_Bajo,1,Individual,F,0,19,Muy_Corto,Q1,SOTON_OQ,Other,2.1102132003465894,2.1102132003465894,4.58257569495584,4.358898943540674,Solo,0,Inferior
493,0,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,30.5,C30,S,1,35-59,Mr,1,1,MidAge,30.5,Muy_Alto,1,Individual,C,0,26,Corto,Q3,Numeric,Numeric,3.449987545831587,3.449987545831587,7.416198487095663,5.0990195135927845,Solo,0,Superior
494,0,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,49.5042,C0,C,0,60+,Mr,1,1,Senior,49.5042,Muy_Alto,1,Individual,C,0,23,Corto,Q2,PC,PC,3.922056501139853,3.922056501139853,8.426149773176359,4.795831523312719,Solo,0,Superior
495,0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,F0,S,0,18-34,Mr,1,1,YoungAdult,8.05,Medio,1,Individual,F,0,26,Corto,Q3,A_,Other,2.2027647577118348,2.2027647577118348,4.58257569495584,5.0990195135927845,Solo,0,Inferior
496,0,3,"Yousseff, Mr. Gerious",male,25.0,0,0,2627,14.4583,F0,C,0,18-34,Mr,1,1,YoungAdult,7.22915,Muy_Bajo,2,Pareja,F,0,21,Corto,Q2,Numeric,Numeric,2.738146075922933,2.107682728674724,5.0,4.58257569495584,Solo,0,Inferior
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,78.2667,D20,C,1,35-59,Miss,2,0,MidAge,39.13335,Muy_Alto,2,Pareja,D,0,30,Corto,Q4,Numeric,Numeric,4.37281811610993,3.6922076594889166,7.3484692283495345,5.477225575051661,Pequeña,0,Media
498,0,3,"Shellard, Mr. Frederick William",male,25.0,0,0,C.A. 6212,15.1,F0,S,0,18-34,Mr,1,1,YoungAdult,15.1,Alto,1,Individual,F,0,31,Corto,Q4,CA,CA,2.7788192719904172,2.7788192719904172,5.0,5.5677643628300215,Solo,0,Inferior
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,151.55,C22 C26,S,1,18-34,Mrs,4,0,YoungAdult,37.8875,Muy_Alto,4,Grupo_Pequeño,C,1,47,Medio,Q5,Numeric,Numeric,5.027492411162679,3.6606728622237554,5.0,6.855654600401044,Mediana,0,Superior
500,0,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,F0,S,0,18-34,Mr,1,1,YoungAdult,7.7958,Bajo,1,Individual,F,0,18,Muy_Corto,Q1,Numeric,Numeric,2.174274334826008,2.174274334826008,4.898979485566356,4.242640687119285,Solo,0,Inferior
501,0,3,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,F0,S,0,0-17,Mr,1,1,Teen,8.6625,Medio,1,Individual,F,0,16,Muy_Corto,Q1,Numeric,Numeric,2.2682524139135403,2.2682524139135403,4.123105625617661,4.0,Solo,1,Inferior
502,0,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,F0,Q,0,18-34,Miss,1,1,YoungAdult,7.75,Bajo,1,Individual,F,0,19,Muy_Corto,Q1,Numeric,Numeric,2.169053700369523,2.169053700369523,4.58257569495584,4.358898943540674,Solo,0,Inferior
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,21.5,0,0,330909,7.6292,F0,Q,0,18-34,Miss,1,1,YoungAdult,7.6292,Muy_Bajo,1,Individual,F,0,30,Corto,Q4,Numeric,Numeric,2.155151800914312,2.155151800914312,4.636809247747852,5.477225575051661,Solo,0,Inferior
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,9.5875,F0,S,0,35-59,Miss,1,1,Adult,9.5875,Medio,1,Individual,F,0,30,Corto,Q4,Numeric,Numeric,2.3596740599781727,2.3596740599781727,6.082762530298219,5.477225575051661,Solo,0,Inferior
505,1,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152,86.5,B79,S,1,0-17,Miss,1,1,Teen,28.833333333333332,Muy_Alto,3,Grupo_Pequeño,B,0,21,Corto,Q2,Numeric,Numeric,4.471638793363569,3.3956263366127,4.0,4.58257569495584,Solo,1,Superior
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C65,C,1,0-17,Mr,2,0,YoungAdult,54.45,Muy_Alto,2,Pareja,C,0,42,Medio,Q5,PC,PC,4.699570861409576,4.015481713796376,4.242640687119285,6.48074069840786,Pequeña,0,Superior
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,F0,S,0,18-34,Mrs,3,0,Adult,13.0,Alto,2,Pareja,F,1,45,Medio,Q5,Numeric,Numeric,3.295836866004329,2.6390573296152584,5.744562646538029,6.708203932499369,Pequeña,0,Inferior
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,40.0,0,0,111427,26.55,C0,S,0,35-59,Mr,1,1,Adult,26.55,Muy_Alto,1,Individual,C,0,45,Medio,Q5,Numeric,Numeric,3.3160025355989236,3.3160025355989236,6.324555320336759,6.708203932499369,Solo,0,Superior
509,0,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,F0,S,0,18-34,Mr,1,1,YoungAdult,22.525,Alto,1,Individual,F,0,24,Corto,Q3,C,Other,3.1580636854714434,3.1580636854714434,5.291502622129181,4.898979485566356,Solo,0,Inferior
510,1,3,"Lang, Mr. Fang",male,26.0,0,0,1601,56.4958,F0,S,0,18-34,Mr,1,1,YoungAdult,8.070828571428573,Medio,7,Grupo_Grande,F,0,14,Muy_Corto,Q1,Numeric,Numeric,4.05171190165724,2.2050636129235883,5.0990195135927845,3.7416573867739413,Solo,0,Inferior
511,1,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,F0,Q,0,18-34,Mr,1,1,YoungAdult,7.75,Bajo,1,Individual,F,0,24,Corto,Q3,Numeric,Numeric,2.169053700369523,2.169053700369523,5.385164807134504,4.898979485566356,Solo,0,Inferior
512,0,3,"Webber, Mr. James",male,25.0,0,0,SOTON/OQ 3101316,8.05,F0,S,0,18-34,Mr,1,1,YoungAdult,8.05,Medio,1,Individual,F,0,17,Muy_Corto,Q1,SOTON_OQ,Other,2.2027647577118348,2.2027647577118348,5.0,4.123105625617661,Solo,0,Inferior
513,1,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,26.2875,E25,S,1,35-59,Mr,1,1,Adult,26.2875,Alto,1,Individual,E,0,25,Corto,Q3,PC,PC,3.3064287218760624,3.3064287218760624,6.0,5.0,Solo,0,Media
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,59.4,C0,C,0,35-59,Mrs,2,0,MidAge,59.4,Muy_Alto,1,Individual,C,0,46,Medio,Q5,PC,PC,4.100989104940769,4.100989104940769,7.3484692283495345,6.782329983125268,Pequeña,0,Superior
515,0,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,F0,S,0,18-34,Mr,1,1,YoungAdult,7.4958,Muy_Bajo,1,Individual,F,0,17,Muy_Corto,Q1,Numeric,Numeric,2.139571923732859,2.139571923732859,4.898979485566356,4.123105625617661,Solo,0,Inferior
516,0,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967,34.0208,D46,S,1,35-59,Mr,1,1,MidAge,34.0208,Muy_Alto,1,Individual,D,0,28,Corto,Q4,Numeric,Numeric,3.5559421706858756,3.5559421706858756,6.855654600401044,5.291502622129181,Solo,0,Media
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,F33,S,1,18-34,Mrs,1,1,Adult,10.5,Medio,1,Individual,F,0,28,Corto,Q4,CA,CA,2.4423470353692043,2.4423470353692043,5.830951894845301,5.291502622129181,Solo,0,Inferior
518,0,3,"Ryan, Mr. Patrick",male,25.0,0,0,371110,24.15,F0,Q,0,18-34,Mr,1,1,YoungAdult,8.049999999999999,Bajo,3,Grupo_Pequeño,F,0,17,Muy_Corto,Q1,Numeric,Numeric,3.224857896545748,2.2027647577118348,5.0,4.123105625617661,Solo,0,Inferior
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,F0,S,0,35-59,Mrs,2,0,Adult,26.0,Alto,1,Individual,F,0,52,Largo,Q5,Numeric,Numeric,3.295836866004329,3.295836866004329,6.0,7.211102550927978,Pequeña,0,Inferior
520,0,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,F0,S,0,18-34,Mr,1,1,Adult,7.8958,Bajo,1,Individual,F,0,19,Muy_Corto,Q1,Numeric,Numeric,2.1855792552411137,2.1855792552411137,5.656854249492381,4.358898943540674,Solo,0,Inferior
521,1,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,93.5,B73,S,1,18-34,Miss,1,1,Adult,46.75,Muy_Alto,2,Pareja,B,0,21,Corto,Q2,Numeric,Numeric,4.548599834499697,3.865979066926739,5.477225575051661,4.58257569495584,Solo,0,Superior
522,0,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,F0,S,0,18-34,Mr,1,1,YoungAdult,7.8958,Bajo,1,Individual,F,0,15,Muy_Corto,Q1,Numeric,Numeric,2.1855792552411137,2.1855792552411137,4.69041575982343,3.872983346207417,Solo,0,Inferior
523,0,3,"Lahoud, Mr. Sarkis",male,25.0,0,0,2624,7.225,F0,C,0,18-34,Mr,1,1,YoungAdult,7.225,Muy_Bajo,1,Individual,F,0,18,Muy_Corto,Q1,Numeric,Numeric,2.1071782966514356,2.1071782966514356,5.0,4.242640687119285,Solo,0,Inferior
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,57.9792,B18,C,1,35-59,Mrs,2,0,Adult,28.9896,Muy_Alto,2,Pareja,B,1,47,Medio,Q5,Numeric,Numeric,4.077184839375167,3.400850654892709,6.6332495807108,6.855654600401044,Pequeña,0,Superior
525,0,3,"Kassem, Mr. Fared",male,25.0,0,0,2700,7.2292,F0,C,0,18-34,Mr,1,1,YoungAdult,7.2292,Muy_Bajo,1,Individual,F,0,17,Muy_Corto,Q1,Numeric,Numeric,2.1076888046179385,2.1076888046179385,5.0,4.123105625617661,Solo,0,Inferior
526,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,F0,Q,0,35-59,Mr,1,1,Adult,7.75,Bajo,1,Individual,F,0,18,Muy_Corto,Q1,Numeric,Numeric,2.169053700369523,2.169053700369523,6.363961030678928,4.242640687119285,Solo,0,Inferior
527,1,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,F0,S,0,35-59,Miss,1,1,MidAge,10.5,Medio,1,Individual,F,0,20,Muy_Corto,Q2,W_C,Other,2.4423470353692043,2.4423470353692043,7.0710678118654755,4.47213595499958,Solo,0,Inferior
528,0,1,"Farthing, Mr. John",male,40.0,0,0,PC 17483,221.7792,C95,S,1,35-59,Mr,1,1,Adult,221.7792,Muy_Alto,1,Individual,C,0,18,Muy_Corto,Q1,PC,PC,5.406181146423973,5.406181146423973,6.324555320336759,4.242640687119285,Solo,0,Superior
529,0,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,F0,S,0,35-59,Mr,1,1,Adult,7.925,Bajo,1,Individual,F,0,25,Corto,Q3,Numeric,Numeric,2.188856327665703,2.188856327665703,6.244997998398398,5.0,Solo,0,Inferior
530,0,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,F0,S,0,18-34,Mr,4,0,YoungAdult,11.5,Medio,1,Individual,F,0,27,Corto,Q3,Numeric,Numeric,2.5257286443082556,2.5257286443082556,4.795831523312719,5.196152422706632,Mediana,0,Inferior
531,1,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,26.0,F0,S,0,0-17,Miss,3,0,Child,13.0,Alto,2,Pareja,F,0,24,Corto,Q3,Numeric,Numeric,3.295836866004329,2.6390573296152584,1.4142135623730951,4.898979485566356,Pequeña,1,Inferior
532,0,3,"Toufik, Mr. Nakli",male,25.0,0,0,2641,7.2292,F0,C,0,18-34,Mr,1,1,YoungAdult,7.2292,Muy_Bajo,1,Individual,F,0,17,Muy_Corto,Q1,Numeric,Numeric,2.1076888046179385,2.1076888046179385,5.0,4.123105625617661,Solo,0,Inferior
533,0,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,F0,C,0,0-17,Mr,3,0,Teen,7.2292,Muy_Bajo,1,Individual,F,0,20,Muy_Corto,Q2,Numeric,Numeric,2.1076888046179385,2.1076888046179385,4.123105625617661,4.47213595499958,Pequeña,1,Inferior
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,21.5,0,2,2668,22.3583,F0,C,0,18-34,Mrs,3,0,YoungAdult,11.17915,Medio,2,Pareja,F,1,38,Medio,Q5,Numeric,Numeric,3.1509523813392697,2.4997254733112535,4.636809247747852,6.164414002968976,Pequeña,0,Inferior
